Node_ID,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Signal_Strength,SNR,Battery_Level,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Reception_Frequency,CPU_Usage,Memory_Usage,Bandwidth,Is_Malicious
0.0,0.09320199177311106,0.37066024378577744,0.4218865165416059,0.48330341091121426,0.38796441189988196,0.6545619840487272,0.5885871233858044,0.3571428571428571,0.4380838880347805,0.3642055757305056,0.36080763325062676,0.2966116226538069,0.3992566419091834,0.36203561853680466,0.0
0.00010001000100010001,0.5500108248538644,0.4468891263450815,0.24021765658019317,0.6605966187309531,0.2618062764560878,0.6213560989192586,0.40304663985329126,0.5714285714285714,0.2905890955379632,0.25235283560840116,0.35855485996633435,0.3900178791565014,0.5051189371759407,0.6068604420505193,0.0
0.00020002000200020005,0.3799523706429963,0.188397000624603,0.22416976734476282,0.5220140523270191,0.3804375590644573,0.45783901008657674,0.4927893540595678,0.49999999999999994,0.28666704864121173,0.23093206375212008,0.2758400837834893,0.5419957042559025,0.4519325284583947,0.64137225432105,0.0
0.00030003000300030005,0.9033340549902577,0.24465263158972986,0.3180627253634045,0.37207796646935326,0.3510126626970682,0.5672427682355441,0.5169638752310927,0.5714285714285714,0.40712522926288297,0.15401806633405904,0.18093471282887436,0.5214473778997442,0.5740540679472205,0.6793324229003893,0.0
0.00040004000400040005,0.5876813163022299,0.2504527175683705,0.17977609503386982,0.780016904414184,0.44029751851921906,0.6627147257714361,0.6056625471560674,0.6428571428571428,0.43100277145591526,0.32838301533290604,0.22265353113679293,0.37294952796751124,0.34432183474655087,0.32694146104058763,0.0
0.0005000500050005,0.5747997402035072,0.2741431271287329,0.2883350180795569,0.6595156877478165,0.4742261195444586,0.6211365862205325,0.5635814121570341,0.3571428571428571,0.33044793043178855,0.3409407839574836,0.4497103858925685,0.4621333077471282,0.5643874506776818,0.7624472602526735,0.0
0.0006000600060006,0.4457674821389911,0.19097414845328067,0.3368919524545578,0.6669980235961641,0.5055768859805363,0.612542168953804,0.5990231063128006,0.49999999999999994,0.15680916366310801,0.29202217303328615,0.36578214195914066,0.5743800933849714,0.4884517744784972,0.615274695068286,0.0
0.0007000700070007,0.0038969473912102183,0.24239886471872132,0.2680104884522621,0.5580401106895967,0.478643862647413,0.6082142787938111,0.47480653155264063,0.3571428571428571,0.3151755806954689,0.19234182085994592,0.4328509919769391,0.48150277058854696,0.46947642170317894,0.530057200961592,0.0
0.0008000800080008001,0.7174713141372592,0.4966600553299292,0.2874941886331884,0.26149855731825555,0.5436655060353843,0.5463850858078767,0.788687148833443,0.42857142857142855,0.35717753045964307,0.28410727832276583,0.32265232478266564,0.46289216857425625,0.5435581132914367,0.728426904444382,0.0
0.0009000900090009,0.9764018185754492,0.5699090585217277,0.4426319893414571,0.626210805540417,0.5675903669104256,0.734606271886772,0.5161839046490946,0.3571428571428571,0.29716201574597256,0.4968010125851835,0.37970972413426696,0.4390115328912301,0.4393580541491724,0.7294313510755747,0.0
0.001000100010001,0.6032691058670707,0.4141822023973636,0.29642317752004443,0.5636261887450347,0.3703761555473206,0.5886080672815267,0.4788373084565666,0.42857142857142855,0.4574663125031414,0.3310775573105036,0.3253774414058533,0.30397033448010663,0.3226594372300555,0.2936591719664807,0.0
0.0011001100110011003,0.025871400736090063,0.23902287301324684,0.31121256534922287,0.4941967288851596,0.5168183374916027,0.536614656351807,0.5655651801815403,0.3571428571428571,0.48193294190508995,0.2567654818960238,0.30895009132775675,0.3176839617398913,0.24295817758210655,0.38570062967049634,0.0
0.0012001200120012002,0.6101970123403334,0.44152520687797714,0.3300285540736658,0.5001103574508639,0.3688758412373929,0.5452771495396999,0.6889386880751514,0.5714285714285714,0.34058004446352097,0.3465791807108667,0.5418348720322346,0.47011479448630755,0.319083478200085,0.40076826997736115,0.0
0.0013001300130013002,0.8096990690625676,0.4851631407474024,0.2644559117789473,0.40868077306654776,0.46378948893053695,0.6311907970937076,0.6809628672330805,0.5714285714285714,0.34803371719602005,0.23721412710136744,0.41860239543006583,0.39158724778351217,0.4163300552267841,0.5799754761158832,0.0
0.0014001400140014003,0.15825936349859276,0.5821737332007842,0.5732347567558035,0.7574440484467788,0.5225601553209334,0.2826978948419081,0.40200376806663274,0.5714285714285714,0.8035402175438071,0.5445065206793802,0.5538910981864271,0.6210129186720208,0.5584269682846768,0.5354132834140123,1.0
